2.72448,1,0
3.57588,0,3
3.91644,2,7
4.34214,1,0
4.51242,0,0
4.93812,1,0
5.27868,0,3
5.5341,2,7
6.55578,1,0
6.98148,0,3
7.2369,2,7
7.6626,1,0
7.91802,2,7
8.25858,0,3
9.62082,0,7
9.96138,1,7
10.30194,2,7
10.6425,1,3
10.98306,0,3
11.32362,0,0
11.66418,0,0
12.00474,0,0
13.02642,1,0
13.70754,2,7
13.70754,1,7
13.70754,0,7
14.38866,0,3
14.72922,2,7
15.15492,1,0
15.3252,0,0
15.7509,1,0
16.09146,0,3
16.34688,2,7
17.4537,1,0
17.8794,0,3
18.13482,2,7
18.56052,1,0
18.81594,2,7
19.1565,0,3
20.51874,0,7
20.8593,1,7
21.19986,2,7
21.54042,1,3
21.88098,0,3
22.22154,0,0
22.5621,0,0
22.90266,0,0
23.92434,2,7
24.2649,0,3
24.60546,2,7
26.30826,1,0
26.64882,1,0
26.98938,0,3
27.32994,2,7
27.58536,2,0
27.84078,2,0
29.28816,0,3
29.71386,2,7
29.96928,2,0
30.30984,1,0
30.6504,0,0
31.0761,2,7
32.01264,2,7
32.60862,0,3
34.73712,2,7
35.07768,0,3
35.41824,2,7
37.20618,1,0
37.54674,1,0
37.8873,0,3
38.22786,2,7
38.48328,2,0
38.7387,2,0
40.10094,0,3
40.52664,2,7
40.8672,2,3
41.20776,1,3
41.54832,0,3
41.88888,2,7
42.82542,2,7
42.82542,1,7
43.25112,1,3
43.25112,0,3
44.6985,1,0
45.03906,2,3
45.37962,1,3
45.72018,0,3
46.06074,1,0
46.4013,2,7
46.4013,1,7
47.08242,0,0
47.42298,2,0
47.76354,1,0
48.1041,2,0
48.44466,1,3
48.44466,0,3
48.9555,2,7
48.9555,1,7
49.8069,0,0
50.14746,2,0
50.40288,1,0
50.82858,2,0
51.16914,0,3
51.42456,2,7
51.85026,1,3
52.10568,0,7
52.27596,1,7
52.44624,2,7
52.87194,1,0
53.2125,0,3
53.46792,2,7
54.23418,0,7
54.31932,1,7
54.40446,2,7
55.59642,1,0
55.85184,2,7
56.27754,1,0
56.6181,1,3
56.78838,0,3
56.95866,2,7
57.29922,0,3
57.8952,0,0
58.23576,2,0
58.66146,1,0
58.91688,2,0
59.34258,1,3
59.34258,0,3
59.76828,2,7
59.76828,1,7
60.61968,0,0
60.96024,2,0
61.3008,1,0
61.7265,2,7
62.06706,1,0
62.40762,0,3
62.74818,0,7
62.91846,1,7
63.08874,2,7
63.34416,2,0
63.59958,2,0
63.76986,0,3
64.11042,2,7
64.79154,0,3
65.1321,2,7
65.38752,2,0
65.64294,2,0
65.89836,2,0
66.4092,1,0
66.8349,2,7
66.8349,1,7
67.51602,1,0
67.85658,1,3
67.85658,0,3
68.19714,0,0
68.5377,0,0
68.87826,0,0
69.21882,0,0
70.2405,2,0
70.58106,1,0
70.92162,0,0
71.26218,1,0
71.60274,2,0
74.75292,1,0
75.09348,2,3
75.43404,1,3
75.7746,0,3
76.11516,1,0
76.45572,2,7
76.45572,1,7
77.13684,0,0
77.4774,2,0
77.81796,1,0
78.15852,2,0
78.49908,1,3
78.49908,0,3
79.00992,2,7
79.00992,1,7
79.86132,0,0
80.20188,2,0
80.4573,1,0
80.883,2,0
81.22356,0,3
81.47898,2,7
81.90468,1,3
82.1601,0,7
82.33038,1,7
82.50066,2,7
82.92636,1,0
83.26692,0,3
83.52234,2,7
84.2886,0,7
84.37374,1,7
84.45888,2,7
85.65084,1,0
85.90626,2,7
86.33196,1,0
86.67252,1,0
87.01308,0,3
87.2685,2,7
87.2685,1,7
87.94962,0,0
88.29018,2,0
88.71588,1,0
88.9713,2,0
89.397,1,3
89.397,0,3
89.8227,2,7
89.8227,1,7
90.6741,0,0
91.01466,2,0
91.35522,1,0
91.78092,2,7
92.12148,1,0
92.46204,0,3
92.8026,0,7
92.97288,1,7
93.14316,2,7
93.39858,2,0
93.654,2,0
93.82428,0,3
94.16484,2,7
94.84596,0,3
95.18652,2,7
95.44194,2,0
95.69736,2,0
95.95278,2,0
96.46362,1,0
96.88932,2,7
96.88932,1,7
97.57044,1,0
97.911,1,3
97.911,0,3
98.25156,0,0
98.59212,0,0
98.93268,0,0
99.27324,0,0
99.69894,0,0
100.0395,0,0
100.3801,0,0
100.7206,0,0
101.0612,0,0
101.8274,1,0
102.2531,0,3
102.5086,2,7
102.9343,1,0
103.1897,2,7
103.5302,0,3
104.8925,0,7
105.233,1,7
105.5736,2,7
105.9142,1,3
106.2547,0,3
106.5953,0,0
106.9358,0,0
107.2764,0,0
109.8306,0,3
110.1712,2,7
110.5969,1,0
110.7671,0,0
111.1928,1,0
111.5334,0,3
111.7888,2,7
113.0659,1,0
113.4916,0,3
113.747,2,7
114.1727,1,0
114.5133,2,7
114.5133,1,7
115.9607,0,7
116.3012,1,7
116.6418,2,7
116.9824,1,0
117.3229,0,3
117.6635,0,0
118.004,0,0
118.3446,0,0
