1.54752,2,0
3.09504,0,0
4.64256,1,0
6.19008,0,0
6.19008,1,9
7.7376,1,0
7.7376,2,9
8.31792,2,0
8.51136,1,0
8.89824,0,0
9.28512,2,0
9.28512,0,9
9.86544,0,0
10.05888,1,0
10.44576,0,0
10.83264,0,0
10.83264,1,9
11.41296,2,0
11.6064,1,0
11.99328,0,0
12.38016,2,0
12.96048,0,0
13.15392,1,0
13.5408,2,0
13.92768,1,0
15.4752,0,0
15.4752,1,9
16.82928,2,0
17.02272,1,0
17.02272,0,9
18.57024,2,0
18.57024,1,9
19.92432,0,0
19.92432,1,9
20.11776,2,0
21.47184,0,0
21.66528,1,0
21.66528,2,9
23.01936,2,0
23.2128,0,0
23.59968,1,0
23.98656,2,0
24.37344,1,0
24.76032,2,0
24.76032,1,9
26.30784,2,3
26.30784,1,3
26.30784,0,3
26.88816,1,0
27.0816,2,0
27.0816,1,9
27.46848,0,0
27.85536,1,1
27.85536,0,9
28.43568,2,0
28.62912,1,0
29.016,0,0
29.40288,2,7
29.40288,1,7
29.40288,0,7
29.78976,1,0
29.9832,0,0
30.17664,2,0
30.17664,0,9
30.56352,0,0
30.75696,1,3
31.14384,1,3
31.33728,1,3
31.33728,0,9
31.53072,2,0
31.72416,0,0
32.11104,1,0
32.11104,0,9
32.49792,2,3
32.49792,1,3
32.49792,0,3
32.8848,1,0
33.07824,0,0
33.27168,2,0
33.65856,1,0
34.04544,2,0
34.43232,0,0
34.62576,2,0
34.8192,1,0
34.8192,0,9
35.20608,0,0
35.59296,2,0
35.7864,2,0
35.7864,1,9
36.17328,1,0
36.36672,1,0
36.7536,0,0
36.94704,0,0
36.94704,2,9
37.33392,2,0
37.52736,2,0
37.91424,0,0
38.30112,2,0
38.30112,1,9
38.688,1,0
38.688,0,9
39.26832,2,0
39.6552,0,0
39.84864,2,0
40.23552,0,0
40.6224,1,0
41.00928,2,0
41.00928,1,9
41.39616,1,0
41.78304,1,0
42.5568,2,0
42.94368,0,0
42.94368,1,9
43.33056,1,0
43.524,0,0
43.91088,1,0
44.10432,0,0
44.10432,1,9
44.4912,2,0
44.87808,0,0
45.07152,1,0
45.4584,0,0
45.4584,1,9
45.84528,2,0
45.84528,1,9
46.03872,0,0
46.03872,1,9
46.4256,2,0
46.4256,1,9
46.81248,1,0
47.19936,0,0
47.58624,1,0
47.97312,2,5
47.97312,1,9
49.52064,1,0
49.90752,1,0
50.10096,0,0
50.10096,1,9
50.2944,2,0
51.06816,1,0
51.64848,0,0
52.2288,1,0
52.80912,0,0
52.80912,1,9
53.38944,1,0
53.58288,2,0
54.1632,2,0
54.74352,0,0
54.74352,1,9
55.32384,2,0
55.32384,1,9
55.90416,1,0
55.90416,2,9
56.48448,0,0
56.67792,1,0
57.25824,1,0
57.25824,2,9
57.64512,0,0
57.83856,2,0
58.032,1,0
58.41888,0,0
58.61232,2,0
58.80576,1,0
58.80576,0,9
59.19264,0,0
59.57952,1,0
59.9664,0,0
59.9664,2,9
60.35328,2,0
60.74016,2,0
60.9336,0,0
60.9336,1,9
61.12704,2,0
61.32048,2,3
61.9008,1,0
62.28768,1,3
62.28768,0,9
62.67456,1,5
62.67456,2,9
63.44832,2,0
63.8352,2,0
64.22208,2,0
64.41552,1,0
64.8024,1,0
65.18928,1,0
65.18928,0,9
65.57616,1,0
65.96304,0,0
66.34992,0,0
66.34992,1,9
66.54336,2,0
66.7368,2,0
66.93024,2,0
66.93024,1,9
67.12368,0,0
67.31712,0,0
67.51056,1,0
67.51056,2,9
67.704,1,0
67.89744,0,0
67.89744,1,9
68.09088,0,0
68.28432,2,0
68.47776,2,0
68.86464,0,0
68.86464,1,9
69.05808,2,0
69.25152,2,0
69.6384,2,0
69.6384,1,9
70.02528,2,0
70.02528,1,9
70.41216,2,0
70.6056,1,0
70.99248,1,0
70.99248,0,9
71.37936,1,0
71.37936,2,9
71.76624,1,0
71.76624,0,9
72.15312,2,0
72.15312,1,9
72.54,0,0
72.73344,1,0
72.92688,1,0
73.12032,1,0
73.31376,2,0
73.5072,2,0
73.70064,1,0
73.70064,2,9
73.89408,1,0
73.89408,0,9
74.08752,2,0
74.08752,1,9
74.28096,2,0
74.28096,1,9
74.4744,0,0
74.66784,0,0
75.05472,2,0
75.24816,0,0
75.4416,0,0
76.21536,1,5
76.60224,1,5
79.3104,1,5
79.3104,0,9
79.69728,1,5
79.69728,2,9
82.01856,2,3
82.01856,1,3
82.01856,0,3
82.40544,0,0
82.40544,1,9
82.79232,0,0
82.98576,1,0
83.37264,1,0
83.75952,1,0
83.75952,0,9
84.1464,1,0
84.1464,2,9
84.53328,2,0
84.92016,0,5
84.92016,1,9
88.20864,1,5
88.20864,0,9
89.75616,1,1
89.75616,2,9
91.30368,1,5
91.30368,0,9
92.8512,1,1
92.8512,2,9
94.39872,2,0
94.39872,1,9
94.97904,1,0
95.17248,0,0
95.55936,2,0
95.55936,1,9
95.94624,1,0
96.52656,0,0
96.72,2,0
97.10688,1,0
97.49376,1,0
97.88064,0,3
98.26752,2,7
98.6544,1,0
98.6544,2,9
99.04128,0,0
99.6216,2,0
99.81504,1,0
100.2019,0,0
100.5888,2,3
100.5888,1,3
100.5888,0,3
101.1691,1,0
101.3626,2,0
101.3626,1,9
101.7494,0,0
102.1363,1,1
102.7166,2,0
102.9101,1,0
103.297,0,0
103.6838,2,7
103.6838,1,7
103.6838,0,7
104.0707,1,0
104.2642,0,0
104.2642,1,9
104.4576,2,0
104.8445,0,0
105.0379,1,3
105.0379,0,9
105.4248,1,3
105.4248,0,9
105.6182,1,3
105.6182,0,9
105.8117,2,0
106.0051,0,0
106.392,1,0
106.392,2,9
106.7789,2,3
106.7789,1,3
106.7789,0,3
107.1658,1,0
107.3592,0,0
107.5526,2,0
107.5526,1,9
107.9395,1,0
108.3264,2,0
108.7133,0,0
108.9067,2,0
109.1002,1,0
109.487,0,0
109.487,1,9
109.8739,2,0
110.0674,2,0
110.4542,1,0
110.6477,1,0
110.6477,0,9
111.0346,0,0
111.228,0,0
111.228,2,9
111.6149,2,0
111.8083,2,0
111.8083,0,9
112.1952,0,0
112.1952,1,9
112.5821,2,5
